,team1Name,team1Score,team2Name,team2Score,result,winningOdds_team1,winningOdds_team2
21-33,Baltimore Orioles,5,Tampa Bay Rays,1,Baltimore Orioles,2.7,1.99
21-34,Philadelphia Phillies,6,Atlanta Braves,4,Philadelphia Phillies,2.56,1.83
21-35,Cincinnati Reds,11,Miami Marlins,2,Miami Marlins,1.95,2.19
21-36,New York Mets,8,San Diego Padres,5,New York Mets,1.79,2.32
21-37,Arizona Diamondbacks,3,Washington Nationals,4,Washington Nationals,1.87,2.14
21-38,Los Angeles Dodgers,7,San Francisco Giants,4,Los Angeles Dodgers,1.47,3.02
21-39,Seattle Mariners,5,Houston Astros,8,Houston Astros,2.07,1.93
21-40,Oakland Athletics,8,Texas Rangers,11,Oakland Athletics,2.32,1.72
21-41,Chicago White Sox,6,Cleveland Guardians,3,Chicago White Sox,1.71,2.39
21-42,Kansas City Royals,4,Tampa Bay Rays,2,Kansas City Royals,2.36,1.72
21-43,Milwaukee Brewers,10,Colorado Rockies,9,Colorado Rockies,1.55,2.76
21-44,Cincinnati Reds,6,St.Louis Cardinals,3,Cincinnati Reds,2.5,1.65
21-45,Detroit Tigers,1,Minnesota Twins,9,Minnesota Twins,2.52,1.64
21-46,Atlanta Braves,1,Los Angeles Angels,9,Los Angeles Angels,1.48,3.02
21-47,Baltimore Orioles,0,New York Yankees,6,New York Yankees,2.61,1.61
21-48,Boston Red Sox,4,Toronto Blue Jays,8,Toronto Blue Jays,2.41,1.68
21-49,Pittsburgh Pirates,5,Miami Marlins,6,Miami Marlins,2.57,1.64
21-50,Philadelphia Phillies,3,Chicago Cubs,4,Chicago Cubs,1.88,2.2
20-Jan,Atlanta Braves,1,Arizona Diamondbacks,0,Atlanta Braves,1.47,3.03
20-Feb,Boston Red Sox,7,Milwaukee Brewers,2,Boston Red Sox,2.38,1.74
20-Mar,New York Yankees,6,Kansas City Royals,8,Kansas City Royals,1.39,3.39
20-Apr,Toronto Blue Jays,4,Detroit Tigers,1,Toronto Blue Jays,1.38,3.45
20-May,Los Angeles Angels,9,Texas Rangers,7,Los Angeles Angels,1.83,2.17
20-Jun,San Francisco Giants,5,Chicago Cubs,4,San Francisco Giants,1.77,2.67
20-Jul,Colorado Rockies,5,Los Angeles Dodgers,3,Colorado Rockies,3,1.57
20-Aug,Atlanta Braves,6,Arizona Diamondbacks,2,Atlanta Braves,1.5,2.98
20-Sep,Chicago White Sox,3,Oakland Athletics,2,Chicago White Sox,1.61,3.3
20-Oct,Pittsburgh Pirates,1,Philadelphia Phillies,2,Philadelphia Phillies,2.6,1.65
20-Nov,San Diego Padres,4,Minnesota Twins,7,Minnesota Twins,1.81,2.25
20-Dec,Washington Nationals,7,St.Louis Cardinals,6,Washington Nationals,2.25,1.79
20-13,Houston Astros,4,Seattle Mariners,5,Seattle Mariners,1.71,2.76
20-14,Cincinnati Reds,8,Baltimore Orioles,2,Cincinnati Reds,1.92,2.04
20-15,Miami Marlins,0,New York Mets,4,New York Mets,2.71,1.66
20-16,Boston Red Sox,4,Milwaukee Brewers,9,Milwaukee Brewers,2.06,1.95
20-17,Toronto Blue Jays,5,Detroit Tigers,3,Toronto Blue Jays,1.39,3.54
20-18,New York Yankees,8,Kansas City Royals,2,New York Yankees,1.37,3.59
20-19,Tampa Bay Rays,6,Cleveland Guardians,4,Tampa Bay Rays,1.71,2.32
20-20,San Francisco Giants,2,Chicago Cubs,4,Chicago Cubs,1.78,2.24
20-21,San Diego Padres,10,Minnesota Twins,1,San Diego Padres,1.8,2.25
20-22,Los Angeles Angels,2,Texas Rangers,7,Texas Rangers,1.97,2
20-23,Colorado Rockies,4,Los Angeles Dodgers,5,Los Angeles Dodgers,3.07,1.47
20-24,Chicago White Sox,3,Oakland Athletics,7,Oakland Athletics,1.55,2.87
20-25,Houston Astros,11,Seattle Mariners,1,Houston Astros,1.56,2.76
20-26,Atlanta Braves,5,Arizona Diamondbacks,2,Atlanta Braves,1.49,2.95
20-27,Boston Red Sox,1,Milwaukee Brewers,4,Milwaukee Brewers,2.71,2
20-28,Tampa Bay Rays,1,Cleveland Guardians,4,Cleveland Guardians,1.82,2.15
20-29,Toronto Blue Jays,2,Detroit Tigers,4,Detroit Tigers,1.36,4.72
20-30,New York Yankees,11,Kansas City Royals,5,Kansas City Royals,1.37,4.6
20-31,Pittsburgh Pirates,2,Philadelphia Phillies,4,Philadelphia Phillies,2.45,1.86
20-32,Washington Nationals,2,St.Louis Cardinals,6,St.Louis Cardinals,2.48,1.66
20-33,Cincinnati Reds,2,Baltimore Orioles,6,Baltimore Orioles,2.24,1.95
20-34,Miami Marlins,4,New York Mets,6,New York Mets,2.08,1.87
20-35,San Francisco Giants,4,Chicago Cubs,2,San Francisco Giants,1.74,2.32
20-36,Los Angeles Angels,0,Texas Rangers,2,Texas Rangers,1.83,2.98
20-37,Colorado Rockies,0,Los Angeles Dodgers,13,Los Angeles Dodgers,2.82,1.53
20-38,Houston Astros,4,Seattle Mariners,2,Houston Astros,1.75,2.65
20-39,Boston Red Sox,4,Cleveland Guardians,2,Boston Red Sox,2.28,1.88
20-40,Toronto Blue Jays,5,Detroit Tigers,3,Toronto Blue Jays,1.47,3.15
20-41,New York Yankees,1,Kansas City Royals,0,New York Yankees,1.44,3.75
20-42,Pittsburgh Pirates,7,Philadelphia Phillies,8,Philadelphia Phillies,2.76,1.76
20-43,Baltimore Orioles,3,Tampa Bay Rays,0,Baltimore Orioles,1.83,2.18
20-44,Cincinnati Reds,6,Miami Marlins,7,Miami Marlins,1.79,2.24
20-45,Boston Red Sox,6,Cleveland Guardians,7,Cleveland Guardians,1.95,2.2
20-46,New York Mets,3,New York Yankees,2,New York Mets,1.55,2.8
20-47,Toronto Blue Jays,1,St.Louis Cardinals,6,St.Louis Cardinals,1.41,3.32
20-48,Baltimore Orioles,4,Tampa Bay Rays,6,Tampa Bay Rays,1.92,2.06
20-49,Cincinnati Reds,5,Miami Marlins,3,Cincinnati Reds,1.7,2.4
20-50,Arizona Diamondbacks,5,San Francisco Giants,3,Arizona Diamondbacks,2.02,1.95
19-Jan,San Diego Padres,9,Colorado Rockies,1,San Diego Padres,1.37,3.58
19-Feb,Los Angeles Angels,1,Oakland Athletics,3,Oakland Athletics,1.83,3.15
19-Mar,Pittsburgh Pirates,8,Milwaukee Brewers,7,Pittsburgh Pirates,3,1.5
19-Apr,Miami Marlins,3,Cincinnati Reds,0,Miami Marlins,1.48,3
19-May,Washington Nationals,5,New York Mets,9,New York Mets,3.6,1.36
19-Jun,Chicago White Sox,4,Kansas City Royals,1,Chicago White Sox,1.77,2.36
19-Jul,Houston Astros,6,Boston Red Sox,1,Houston Astros,1.55,2.85
19-Aug,Texas Rangers,3,Baltimore Orioles,6,Baltimore Orioles,1.66,2.44
19-Sep,Cleveland Guardians,7,Arizona Diamondbacks,4,Cleveland Guardians,1.48,3.05
19-Oct,Minnesota Twins,4,Detroit Tigers,1,Minnesota Twins,1.49,3
19-Nov,New York Yankees,3,Seattle Mariners,7,Seattle Mariners,1.6,2.62
19-Dec,Atlanta Braves,1,Philadelphia Phillies,3,Philadelphia Phillies,1.79,2.24
19-13,Tampa Bay Rays,3,Toronto Blue Jays,2,Tampa Bay Rays,2.18,1.84
19-14,San Diego Padres,3,Colorado Rockies,2,San Diego Padres,1.55,2.68
19-15,San Francisco Giants,5,Los Angeles Dodgers,9,Los Angeles Dodgers,2.45,1.66
19-16,Los Angeles Angels,3,Oakland Athletics,1,Los Angeles Angels,1.87,2.11
19-17,Chicago White Sox,9,Kansas City Royals,2,Chicago White Sox,1.6,2.55
19-18,Houston Astros,1,Boston Red Sox,2,Boston Red Sox,1.5,2.98
19-19,Texas Rangers,2,Baltimore Orioles,8,Baltimore Orioles,1.83,2.4
19-20,St.Louis Cardinals,6,Chicago Cubs,0,St.Louis Cardinals,1.63,2.65
19-21,Minnesota Twins,3,Detroit Tigers,5,Detroit Tigers,1.58,3.02
19-22,Atlanta Braves,13,Philadelphia Phillies,1,Atlanta Braves,1.71,3.17
19-23,Cleveland Guardians,3,Arizona Diamondbacks,6,Arizona Diamondbacks,1.76,2.26
19-24,Tampa Bay Rays,1,Toronto Blue Jays,3,Toronto Blue Jays,2.2,1.8
19-25,New York Yankees,6,Seattle Mariners,8,Seattle Mariners,1.61,2.55
19-26,Pittsburgh Pirates,5,Milwaukee Brewers,3,Pittsburgh Pirates,3.58,1.39
19-27,Washington Nationals,5,New York Mets,1,Washington Nationals,4.07,1.43
19-28,Miami Marlins,1,Cincinnati Reds,2,Cincinnati Reds,1.72,2.75
19-29,San Diego Padres,13,Colorado Rockies,5,Colorado Rockies,1.44,3.15
19-30,San Francisco Giants,2,Los Angeles Dodgers,8,Los Angeles Dodgers,2.32,1.75
19-31,San Diego Padres,4,Colorado Rockies,1,San Diego Padres,1.51,2.84
19-32,Chicago White Sox,1,Kansas City Royals,2,Kansas City Royals,1.63,2.55
19-33,Houston Astros,2,Boston Red Sox,3,Boston Red Sox,1.6,2.58
19-34,Texas Rangers,2,Baltimore Orioles,7,Baltimore Orioles,1.8,2.59
19-35,Minnesota Twins,5,Detroit Tigers,3,Minnesota Twins,1.76,2.67
19-36,Cleveland Guardians,6,Arizona Diamondbacks,5,Cleveland Guardians,1.74,2.47
19-37,New York Yankees,7,Seattle Mariners,2,New York Yankees,1.58,2.64
19-38,Washington Nationals,3,New York Mets,7,New York Mets,3.4,1.41
19-39,Miami Marlins,1,Cincinnati Reds,3,Cincinnati Reds,1.88,2.11
19-40,San Francisco Giants,4,Chicago Cubs,0,San Francisco Giants,1.59,2.6
19-41,San Diego Padres,3,Minnesota Twins,2,San Diego Padres,1.73,2.33
19-42,Los Angeles Angels,2,Texas Rangers,5,Texas Rangers,1.81,2.21
19-43,Colorado Rockies,3,Los Angeles Dodgers,7,Los Angeles Dodgers,0,0
19-44,Chicago White Sox,4,Oakland Athletics,1,Chicago White Sox,1.4,3.51
19-45,Houston Astros,3,Seattle Mariners,2,Houston Astros,1.75,2.32
19-46,Cincinnati Reds,3,Baltimore Orioles,2,Cincinnati Reds,1.82,2.15
19-47,Miami Marlins,3,New York Mets,9,New York Mets,2.23,1.78
19-48,Tampa Bay Rays,3,Cleveland Guardians,5,Cleveland Guardians,1.45,3.45
19-49,Pittsburgh Pirates,2,Philadelphia Phillies,8,Philadelphia Phillies,2.6,1.63
19-50,Washington Nationals,0,St.Louis Cardinals,5,St.Louis Cardinals,2.1,1.88
18-Jan,Minnesota Twins,2,Toronto Blue Jays,3,Toronto Blue Jays,2.65,1.59
18-Feb,Detroit Tigers,0,Tampa Bay Rays,7,Tampa Bay Rays,2.65,1.58
18-Mar,Baltimore Orioles,1,Pittsburgh Pirates,8,Pittsburgh Pirates,1.59,2.74
18-Apr,Philadelphia Phillies,13,Washington Nationals,1,Philadelphia Phillies,1.33,3.92
18-May,Cleveland Guardians,1,Houston Astros,0,Cleveland Guardians,2.28,1.79
18-Jun,Seattle Mariners,1,Los Angeles Angels,7,Los Angeles Angels,1.72,2.35
18-Jul,Los Angeles Dodgers,8,San Diego Padres,3,Los Angeles Dodgers,1.74,2.42
18-Aug,Arizona Diamondbacks,2,Colorado Rockies,3,Colorado Rockies,1.62,2.65
18-Sep,Milwaukee Brewers,5,Cincinnati Reds,7,Cincinnati Reds,1.58,3.2
18-Oct,St.Louis Cardinals,1,New York Yankees,0,St.Louis Cardinals,2.05,2.07
18-Nov,Kansas City Royals,5,Boston Red Sox,4,Kansas City Royals,2.35,1.74
18-Dec,Minnesota Twins,7,Toronto Blue Jays,3,Minnesota Twins,2.35,1.93
18-13,New York Mets,6,Atlanta Braves,2,New York Mets,1.79,2.17
18-14,Oakland Athletics,3,San Francisco Giants,7,San Francisco Giants,3.19,1.48
18-15,Texas Rangers,8,Chicago White Sox,0,Texas Rangers,2.25,1.87
18-16,Cleveland Guardians,4,Houston Astros,1,Cleveland Guardians,2.42,1.68
18-17,Detroit Tigers,9,Tampa Bay Rays,1,Detroit Tigers,3.23,1.42
18-18,Philadelphia Phillies,11,Washington Nationals,5,Washington Nationals,1.38,3.54
18-19,Baltimore Orioles,6,Pittsburgh Pirates,3,Baltimore Orioles,1.65,2.52
18-20,Seattle Mariners,2,Los Angeles Angels,1,Seattle Mariners,1.52,2.93
18-21,Chicago Cubs,4,Miami Marlins,0,Chicago Cubs,2,1.96
18-22,New York Mets,8,Atlanta Braves,5,New York Mets,1.8,2.28
18-23,Los Angeles Dodgers,8,San Diego Padres,1,Los Angeles Dodgers,1.66,2.52
18-24,Seattle Mariners,3,Los Angeles Angels,4,Los Angeles Angels,1.54,2.74
18-25,Arizona Diamondbacks,6,Colorado Rockies,5,Arizona Diamondbacks,1.8,2.5
18-26,St.Louis Cardinals,4,New York Yankees,3,St.Louis Cardinals,2.41,1.83
18-27,Kansas City Royals,4,Boston Red Sox,7,Boston Red Sox,2.15,1.91
18-28,Milwaukee Brewers,5,Cincinnati Reds,1,Milwaukee Brewers,1.52,3.17
18-29,Minnesota Twins,6,Toronto Blue Jays,5,Minnesota Twins,2.13,1.88
18-30,Texas Rangers,1,Chicago White Sox,2,Chicago White Sox,2.63,1.8
18-31,Cleveland Guardians,3,Houston Astros,9,Houston Astros,2.88,1.64
18-32,Detroit Tigers,3,Tampa Bay Rays,5,Tampa Bay Rays,3.05,1.54
18-33,New York Mets,6,Atlanta Braves,9,Atlanta Braves,1.79,2.25
18-34,Baltimore Orioles,1,Pittsburgh Pirates,0,Baltimore Orioles,1.68,2.42
18-35,Philadelphia Phillies,7,Washington Nationals,2,Philadelphia Phillies,1.55,3.05
18-36,Chicago Cubs,2,Miami Marlins,1,Chicago Cubs,1.72,2.31
18-37,Kansas City Royals,7,Boston Red Sox,3,Kansas City Royals,2.29,1.77
18-38,Texas Rangers,3,Chicago White Sox,2,Texas Rangers,2.45,1.7
18-39,St.Louis Cardinals,7,Chicago Cubs,2,St.Louis Cardinals,1.68,2.69
18-40,Minnesota Twins,3,Toronto Blue Jays,9,Toronto Blue Jays,2.17,1.83
18-41,Cleveland Guardians,0,Houston Astros,6,Houston Astros,2.68,1.58
18-42,Detroit Tigers,2,Tampa Bay Rays,6,Tampa Bay Rays,2.62,1.61
18-43,New York Mets,6,Atlanta Braves,4,New York Mets,1.86,2.14
18-44,Philadelphia Phillies,5,Washington Nationals,4,Philadelphia Phillies,1.49,3.1
18-45,San Diego Padres,3,Colorado Rockies,7,Colorado Rockies,1.37,3.78
18-46,Los Angeles Angels,7,Oakland Athletics,8,Oakland Athletics,1.86,2.11
18-47,San Francisco Giants,3,Los Angeles Dodgers,5,Los Angeles Dodgers,2.85,1.51
18-48,St.Louis Cardinals,4,Chicago Cubs,3,St.Louis Cardinals,1.66,2.51
18-49,Pittsburgh Pirates,5,Milwaukee Brewers,4,Pittsburgh Pirates,3.33,1.41
18-50,San Francisco Giants,0,Los Angeles Dodgers,3,Los Angeles Dodgers,2.75,1.65
17-Jan,Kansas City Royals,5,Chicago White Sox,3,Kansas City Royals,2.61,1.59
17-Feb,Detroit Tigers,3,Cleveland Guardians,4,Cleveland Guardians,2.32,1.71
17-Mar,Philadelphia Phillies,0,Miami Marlins,3,Miami Marlins,1.65,2.56
17-Apr,Los Angeles Dodgers,8,Minnesota Twins,5,Los Angeles Dodgers,1.52,2.82
17-May,Arizona Diamondbacks,4,Pittsburgh Pirates,6,Pittsburgh Pirates,1.71,2.65
17-Jun,Colorado Rockies,5,St.Louis Cardinals,9,St.Louis Cardinals,2.43,1.8
17-Jul,Houston Astros,4,Texas Rangers,8,Texas Rangers,1.33,3.98
17-Aug,Kansas City Royals,8,Chicago White Sox,3,Kansas City Royals,2.55,1.74
17-Sep,Boston Red Sox,4,Atlanta Braves,8,Atlanta Braves,2.37,1.69
17-Oct,Detroit Tigers,2,Cleveland Guardians,3,Cleveland Guardians,2.54,1.62
17-Nov,Philadelphia Phillies,4,Miami Marlins,3,Philadelphia Phillies,1.85,2.5
17-Dec,San Diego Padres,13,San Francisco Giants,7,San Francisco Giants,1.63,2.54
17-13,Seattle Mariners,4,New York Yankees,3,Seattle Mariners,2.15,1.87
17-14,Oakland Athletics,4,Los Angeles Angels,5,Los Angeles Angels,1.78,2.24
17-15,Chicago Cubs,4,Washington Nationals,2,Chicago Cubs,1.63,2.52
17-16,Milwaukee Brewers,4,Tampa Bay Rays,3,Milwaukee Brewers,1.73,2.44
17-17,New York Mets,10,Cincinnati Reds,2,Cincinnati Reds,1.34,4.2
17-18,Los Angeles Dodgers,10,Minnesota Twins,3,Minnesota Twins,1.44,3.23
17-19,Seattle Mariners,1,New York Yankees,0,Seattle Mariners,2.25,1.77
17-20,Arizona Diamondbacks,6,Pittsburgh Pirates,4,Arizona Diamondbacks,1.65,2.54
17-21,Oakland Athletics,1,Los Angeles Angels,5,Los Angeles Angels,2.59,1.59
17-22,San Diego Padres,7,San Francisco Giants,4,San Diego Padres,1.6,2.67
17-23,Colorado Rockies,16,St.Louis Cardinals,5,St.Louis Cardinals,2.55,1.64
17-24,Houston Astros,7,Texas Rangers,5,Houston Astros,1.57,3.6
17-25,Milwaukee Brewers,5,Tampa Bay Rays,3,Milwaukee Brewers,1.63,2.54
17-26,Chicago Cubs,5,Washington Nationals,6,Washington Nationals,1.55,3
17-27,Boston Red Sox,7,Atlanta Braves,9,Atlanta Braves,2.54,1.71
17-28,Detroit Tigers,2,Cleveland Guardians,5,Cleveland Guardians,2.77,1.62
17-29,Kansas City Royals,2,Chicago White Sox,3,Chicago White Sox,2.22,1.77
17-30,New York Mets,6,Cincinnati Reds,2,New York Mets,1.33,3.98
17-31,Baltimore Orioles,6,Toronto Blue Jays,5,Baltimore Orioles,2.58,1.66
17-32,Philadelphia Phillies,4,Miami Marlins,1,Philadelphia Phillies,1.74,3.05
17-33,Kansas City Royals,4,Chicago White Sox,2,Kansas City Royals,2.34,1.85
17-34,Seattle Mariners,4,New York Yankees,9,New York Yankees,2.1,1.93
17-35,Arizona Diamondbacks,3,Pittsburgh Pirates,0,Arizona Diamondbacks,1.62,3.12
17-36,Oakland Athletics,0,Los Angeles Angels,1,Los Angeles Angels,2.55,2.23
17-37,San Diego Padres,0,San Francisco Giants,1,San Francisco Giants,1.57,2.83
17-38,Chicago Cubs,6,Washington Nationals,3,Chicago Cubs,1.54,2.88
17-39,New York Mets,5,Cincinnati Reds,1,New York Mets,1.32,3.96
17-40,Baltimore Orioles,7,Toronto Blue Jays,4,Baltimore Orioles,2.55,1.8
17-41,Los Angeles Dodgers,4,San Diego Padres,0,Los Angeles Dodgers,1.77,2.34
17-42,Arizona Diamondbacks,6,Colorado Rockies,4,Arizona Diamondbacks,1.66,2.45
17-43,New York Mets,5,Atlanta Braves,2,New York Mets,1.71,2.44
17-44,Seattle Mariners,6,Los Angeles Angels,3,Seattle Mariners,1.68,2.39
17-45,Oakland Athletics,4,San Francisco Giants,6,San Francisco Giants,2.79,1.56
17-46,Texas Rangers,2,Chicago White Sox,8,Chicago White Sox,2.25,1.77
17-47,Chicago Cubs,0,Miami Marlins,3,Miami Marlins,1.79,2.21
17-48,St.Louis Cardinals,12,New York Yankees,9,New York Yankees,2.18,1.79
17-49,Kansas City Royals,13,Boston Red Sox,5,Boston Red Sox,2.44,1.71
17-50,Milwaukee Brewers,2,Cincinnati Reds,4,Cincinnati Reds,1.37,3.88
16-Jan,Boston Red Sox,3,New York Yankees,0,Boston Red Sox,2.2,1.83
16-Feb,Los Angeles Angels,4,Minnesota Twins,2,Los Angeles Angels,2.22,1.77
16-Mar,San Francisco Giants,8,Pittsburgh Pirates,7,San Francisco Giants,1.42,3.54
16-Apr,Colorado Rockies,4,Arizona Diamondbacks,7,Arizona Diamondbacks,1.82,2.17
16-May,Texas Rangers,5,Seattle Mariners,3,Texas Rangers,2.11,1.95
16-Jun,St.Louis Cardinals,6,Milwaukee Brewers,3,St.Louis Cardinals,1.7,2.38
16-Jul,Chicago White Sox,5,Detroit Tigers,3,Chicago White Sox,1.53,2.88
16-Aug,Houston Astros,6,Oakland Athletics,3,Houston Astros,1.38,3.45
16-Sep,Kansas City Royals,4,Los Angeles Dodgers,0,Kansas City Royals,3.1,1.46
16-Oct,Cincinnati Reds,8,Chicago Cubs,5,Cincinnati Reds,2.34,1.72
16-Nov,Miami Marlins,1,Atlanta Braves,3,Atlanta Braves,2.13,1.89
16-Dec,New York Mets,6,Philadelphia Phillies,0,New York Mets,1.78,2.24
16-13,Tampa Bay Rays,4,Baltimore Orioles,1,Tampa Bay Rays,1.59,2.59
16-14,Toronto Blue Jays,2,Cleveland Guardians,7,Cleveland Guardians,1.69,2.43
16-15,Washington Nationals,0,San Diego Padres,6,San Diego Padres,3.48,1.37
16-16,Los Angeles Angels,5,Minnesota Twins,3,Los Angeles Angels,2.1,1.94
16-17,San Francisco Giants,2,Pittsburgh Pirates,0,San Francisco Giants,1.41,3.34
16-18,Colorado Rockies,0,Arizona Diamondbacks,6,Arizona Diamondbacks,2.31,2.1
16-19,Boston Red Sox,2,New York Yankees,3,New York Yankees,2.61,1.71
16-20,St.Louis Cardinals,2,Milwaukee Brewers,3,Milwaukee Brewers,2.33,2.2
16-21,Texas Rangers,7,Seattle Mariners,4,Texas Rangers,2,2.09
16-22,Chicago White Sox,6,Detroit Tigers,4,Chicago White Sox,1.58,2.85
16-23,Houston Astros,8,Oakland Athletics,0,Houston Astros,1.37,3.7
16-24,Kansas City Royals,3,Los Angeles Dodgers,13,Kansas City Royals,3.5,1.42
16-25,Miami Marlins,2,Atlanta Braves,6,Atlanta Braves,2.6,1.58
16-26,New York Mets,1,Philadelphia Phillies,0,New York Mets,1.74,3.05
16-27,Washington Nationals,4,San Diego Padres,3,Washington Nationals,3.74,1.38
16-28,Cincinnati Reds,2,Chicago Cubs,7,Chicago Cubs,2.2,2.09
16-29,Tampa Bay Rays,8,Baltimore Orioles,2,Tampa Bay Rays,1.6,2.78
16-30,Toronto Blue Jays,2,Cleveland Guardians,1,Toronto Blue Jays,1.91,2.09
16-31,Miami Marlins,2,Atlanta Braves,5,Atlanta Braves,2.25,1.77
16-32,San Francisco Giants,5,Pittsburgh Pirates,3,San Francisco Giants,1.36,3.78
16-33,Los Angeles Angels,0,Minnesota Twins,4,Minnesota Twins,2.21,1.86
16-34,Colorado Rockies,5,Arizona Diamondbacks,3,Colorado Rockies,2.25,2.12
16-35,St.Louis Cardinals,3,Milwaukee Brewers,1,St.Louis Cardinals,2.1,2.52
16-36,Houston Astros,7,Oakland Athletics,5,Houston Astros,1.31,4.32
16-37,Kansas City Royals,3,Los Angeles Dodgers,8,Los Angeles Dodgers,3.26,1.42
16-38,Texas Rangers,2,Seattle Mariners,6,Seattle Mariners,2.36,1.9
16-39,Boston Red Sox,3,New York Yankees,2,Boston Red Sox,2.25,1.93
16-40,Chicago White Sox,2,Detroit Tigers,0,Chicago White Sox,1.5,3
16-41,New York Mets,1,Philadelphia Phillies,2,Philadelphia Phillies,1.54,3.26
16-42,Tampa Bay Rays,3,Baltimore Orioles,10,Tampa Bay Rays,1.77,2.32
16-43,Toronto Blue Jays,0,Cleveland Guardians,8,Cleveland Guardians,1.65,2.49
16-44,Washington Nationals,5,San Diego Padres,10,Washington Nationals,3.57,1.43
16-45,Miami Marlins,3,Atlanta Braves,4,Atlanta Braves,2.35,1.74
16-46,Cincinnati Reds,2,Chicago Cubs,4,Chicago Cubs,1.9,2.05
16-47,Boston Red Sox,4,Baltimore Orioles,3,Boston Red Sox,1.86,2.14
16-48,Arizona Diamondbacks,9,Pittsburgh Pirates,3,Arizona Diamondbacks,1.6,2.59
16-49,Colorado Rockies,8,St.Louis Cardinals,6,Colorado Rockies,2.03,1.93
16-50,Houston Astros,7,Texas Rangers,3,Houston Astros,1.39,3.54
15-Jan,San Francisco Giants,0,Arizona Diamondbacks,5,Arizona Diamondbacks,1.69,2.4
15-Feb,Baltimore Orioles,2,Chicago Cubs,3,Chicago Cubs,1.64,2.49
15-Mar,Chicago White Sox,5,Houston Astros,21,Chicago White Sox,2.23,1.79
15-Apr,Milwaukee Brewers,5,Los Angeles Dodgers,3,Milwaukee Brewers,1.88,2.11
15-May,Texas Rangers,10,Oakland Athletics,3,Oakland Athletics,1.53,2.81
15-Jun,St.Louis Cardinals,13,Colorado Rockies,0,St.Louis Cardinals,1.46,3.2
15-Jul,San Francisco Giants,2,Arizona Diamondbacks,3,Arizona Diamondbacks,1.68,3.07
15-Aug,Chicago White Sox,2,Houston Astros,3,Houston Astros,2.36,1.8
15-Sep,Milwaukee Brewers,1,Los Angeles Dodgers,2,Los Angeles Dodgers,2.46,1.86
15-Oct,Texas Rangers,2,Oakland Athletics,7,Oakland Athletics,1.64,2.65
15-Nov,St.Louis Cardinals,5,Colorado Rockies,1,St.Louis Cardinals,1.53,2.88
15-Dec,Atlanta Braves,7,New York Mets,9,New York Mets,2.39,1.69
15-13,Cleveland Guardians,8,Detroit Tigers,4,Cleveland Guardians,1.47,3.1
15-14,New York Yankees,8,Tampa Bay Rays,7,New York Yankees,1.79,2.32
15-15,Pittsburgh Pirates,3,Boston Red Sox,8,Boston Red Sox,2.43,1.69
15-16,Miami Marlins,3,San Diego Padres,10,Miami Marlins,2.45,1.66
15-17,Los Angeles Angels,7,Seattle Mariners,11,Los Angeles Angels,2.6,1.59
15-18,Toronto Blue Jays,6,Baltimore Orioles,1,Toronto Blue Jays,1.62,2.65
15-19,Minnesota Twins,4,Kansas City Royals,0,Minnesota Twins,1.52,2.97
15-20,Washington Nationals,2,Chicago Cubs,3,Chicago Cubs,2.45,1.69
15-21,Cincinnati Reds,1,Philadelphia Phillies,0,Cincinnati Reds,2.49,1.66
15-22,San Francisco Giants,2,Arizona Diamondbacks,1,San Francisco Giants,1.82,2.8
15-23,Los Angeles Angels,2,Seattle Mariners,8,Seattle Mariners,2.57,1.6
15-24,Chicago White Sox,4,Houston Astros,3,Chicago White Sox,2.25,1.79
15-25,Milwaukee Brewers,5,Los Angeles Dodgers,4,Milwaukee Brewers,2.45,2.09
15-26,Texas Rangers,1,Oakland Athletics,5,Oakland Athletics,1.78,2.45
15-27,St.Louis Cardinals,5,Colorado Rockies,4,St.Louis Cardinals,1.5,3.1
15-28,Minnesota Twins,9,Kansas City Royals,0,Minnesota Twins,1.55,2.81
15-29,Atlanta Braves,5,New York Mets,0,Atlanta Braves,2.2,2.46
15-30,Cleveland Guardians,3,Detroit Tigers,4,Detroit Tigers,1.48,3
15-31,Toronto Blue Jays,2,Baltimore Orioles,4,Baltimore Orioles,1.58,2.92
15-32,New York Yankees,1,Tampa Bay Rays,3,Tampa Bay Rays,1.66,2.53
15-33,Pittsburgh Pirates,3,Boston Red Sox,5,Boston Red Sox,2.25,1.78
15-34,Washington Nationals,5,Chicago Cubs,7,Chicago Cubs,2.43,1.68
15-35,Cincinnati Reds,4,Philadelphia Phillies,11,Cincinnati Reds,2.52,1.64
